Project ID,Report Date,Number of Tasks Completed,Number of Tasks In Progress,Number of Delayed Tasks,Daily Progress Percentage
PRJ_178,2023-01-17,7,8,0,10.12
PRJ_178,2023-01-18,9,7,0,12.28
PRJ_178,2023-01-19,11,7,2,14.1
PRJ_178,2023-01-20,13,7,4,15.86
PRJ_178,2023-01-21,16,7,3,17.62
PRJ_178,2023-01-22,17,10,4,19.25
PRJ_179,2023-01-13,0,4,0,0.67
PRJ_179,2023-01-14,1,6,0,1.87
PRJ_179,2023-01-15,1,8,0,3.6
PRJ_179,2023-01-16,3,8,0,6.0
PRJ_179,2023-01-17,5,8,0,8.4
PRJ_179,2023-01-18,8,6,0,10.8
PRJ_179,2023-01-19,11,7,2,12.67
PRJ_179,2023-01-20,13,9,4,14.87
PRJ_179,2023-01-21,14,14,5,17.09
PRJ_179,2023-01-22,17,12,7,19.99
PRJ_180,2023-01-13,0,3,0,1.67
PRJ_180,2023-01-14,2,3,0,2.67
PRJ_180,2023-01-15,3,4,0,3.67
PRJ_180,2023-01-16,3,6,0,4.92
PRJ_180,2023-01-17,5,9,0,6.83
PRJ_180,2023-01-18,6,12,0,9.16
PRJ_180,2023-01-19,9,13,2,12.1
PRJ_180,2023-01-20,11,14,4,15.0
PRJ_180,2023-01-21,12,18,7,17.64
PRJ_180,2023-01-22,14,19,8,21.03
PRJ_181,2023-01-13,0,8,0,3.0
PRJ_181,2023-01-14,4,6,0,5.67
PRJ_181,2023-01-15,5,8,0,7.4
PRJ_181,2023-01-16,8,6,0,9.55
PRJ_181,2023-01-17,8,9,0,10.95
PRJ_181,2023-01-18,8,11,0,13.27
PRJ_181,2023-01-19,13,10,0,16.25
PRJ_181,2023-01-20,16,11,0,19.04
PRJ_181,2023-01-21,19,9,0,21.89
PRJ_181,2023-01-22,21,10,1,24.16
PRJ_182,2023-01-13,0,5,0,1.37
PRJ_182,2023-01-14,0,7,0,2.68
PRJ_182,2023-01-15,3,8,0,4.67
PRJ_182,2023-01-16,3,10,0,6.8
PRJ_182,2023-01-17,6,9,0,9.52
PRJ_182,2023-01-18,9,11,0,12.03
PRJ_182,2023-01-19,10,12,1,14.79
PRJ_182,2023-01-20,15,8,2,17.63
PRJ_182,2023-01-21,16,11,3,19.49
PRJ_182,2023-01-22,18,11,5,21.72
PRJ_183,2023-01-13,0,6,0,2.67
PRJ_183,2023-01-14,3,8,0,4.53
PRJ_183,2023-01-15,5,6,0,6.98
PRJ_183,2023-01-16,5,7,0,8.77
PRJ_183,2023-01-17,9,8,0,10.88
PRJ_183,2023-01-18,11,8,0,13.17
PRJ_183,2023-01-19,12,11,0,15.67
PRJ_183,2023-01-20,15,10,1,18.64
PRJ_183,2023-01-21,19,9,3,21.12
PRJ_183,2023-01-22,20,11,3,23.18
PRJ_184,2023-01-13,0,6,0,2.33
PRJ_184,2023-01-14,3,4,0,4.25
PRJ_184,2023-01-15,4,6,0,5.5
PRJ_184,2023-01-16,5,7,0,7.08
PRJ_184,2023-01-17,7,8,0,8.66
PRJ_184,2023-01-18,8,9,0,10.31
PRJ_184,2023-01-19,8,13,1,12.05
PRJ_184,2023-01-20,9,15,2,14.65
PRJ_184,2023-01-21,11,16,3,17.8
PRJ_184,2023-01-22,15,15,5,21.01
PRJ_185,2023-01-13,0,5,0,1.25
PRJ_185,2023-01-14,1,5,0,2.7
PRJ_185,2023-01-15,2,8,0,3.98
PRJ_185,2023-01-16,4,9,0,6.02
PRJ_185,2023-01-17,4,13,0,8.3
PRJ_185,2023-01-18,7,12,0,11.62
PRJ_185,2023-01-19,10,11,1,14.6
PRJ_185,2023-01-20,13,10,2,17.33
PRJ_185,2023-01-21,15,11,3,19.42
PRJ_185,2023-01-22,19,12,5,21.41
PRJ_186,2023-01-13,0,3,0,1.33
PRJ_186,2023-01-14,2,4,0,2.33
PRJ_186,2023-01-15,2,6,0,3.67
PRJ_186,2023-01-16,3,7,0,5.53
PRJ_186,2023-01-17,6,6,0,7.73
PRJ_186,2023-01-18,7,5,0,9.6
PRJ_186,2023-01-19,9,4,2,11.13
PRJ_186,2023-01-20,12,6,5,12.33
PRJ_186,2023-01-21,12,11,6,13.69
PRJ_186,2023-01-22,13,11,7,15.94
PRJ_187,2023-01-13,0,3,0,0.33
PRJ_187,2023-01-14,0,5,0,1.07
PRJ_187,2023-01-15,1,6,0,2.47
PRJ_187,2023-01-16,1,9,0,4.2
PRJ_187,2023-01-17,3,9,0,6.72
PRJ_187,2023-01-18,7,6,0,9.1
PRJ_187,2023-01-19,8,6,2,10.75
PRJ_187,2023-01-20,10,9,4,12.4
PRJ_187,2023-01-21,12,10,7,14.25
PRJ_187,2023-01-22,14,14,8,16.06
PRJ_188,2023-01-13,0,2,0,0.67
PRJ_188,2023-01-14,0,6,0,1.33
PRJ_188,2023-01-15,2,8,0,3.0
PRJ_188,2023-01-16,2,11,0,5.07
PRJ_188,2023-01-17,4,10,0,7.64
PRJ_188,2023-01-18,6,10,0,9.89
PRJ_188,2023-01-19,6,11,4,12.0
PRJ_188,2023-01-20,11,11,3,14.44
PRJ_188,2023-01-21,14,11,4,16.86
PRJ_188,2023-01-22,15,13,4,19.11
PRJ_189,2023-01-14,0,6,0,1.58
PRJ_189,2023-01-15,2,6,0,3.28
PRJ_189,2023-01-16,2,7,0,4.98
PRJ_189,2023-01-17,4,8,0,7.02
PRJ_189,2023-01-18,7,8,0,8.98
PRJ_189,2023-01-19,9,9,0,10.54
PRJ_189,2023-01-20,9,10,1,12.35
PRJ_189,2023-01-21,9,14,2,14.3
PRJ_189,2023-01-22,14,16,4,17.12
PRJ_190,2023-01-14,0,4,0,0.67
PRJ_190,2023-01-15,0,9,0,1.87
PRJ_190,2023-01-16,2,8,0,4.15
PRJ_190,2023-01-17,3,10,0,5.97
PRJ_190,2023-01-18,4,16,0,7.99
PRJ_190,2023-01-19,6,18,0,11.52
PRJ_190,2023-01-20,6,19,3,15.41
PRJ_190,2023-01-21,15,13,1,19.64
PRJ_190,2023-01-22,16,16,1,22.58
PRJ_191,2023-01-14,0,6,0,1.92
PRJ_191,2023-01-15,2,7,0,3.62
PRJ_191,2023-01-16,3,9,0,5.52
PRJ_191,2023-01-17,4,10,0,7.83
PRJ_191,2023-01-18,7,9,0,10.27
PRJ_191,2023-01-19,9,10,0,12.32
PRJ_191,2023-01-20,11,13,0,14.43
PRJ_191,2023-01-21,12,15,1,17.18
PRJ_191,2023-01-22,15,13,2,20.29
PRJ_192,2023-01-14,0,4,0,0.92
PRJ_192,2023-01-15,1,5,0,2.03
PRJ_192,2023-01-16,1,7,0,3.48
PRJ_192,2023-01-17,3,6,0,5.35
PRJ_192,2023-01-18,5,7,0,6.88
PRJ_192,2023-01-19,6,7,0,8.67
PRJ_192,2023-01-20,7,10,1,10.58
PRJ_192,2023-01-21,10,10,4,13.42
PRJ_192,2023-01-22,13,11,5,16.08
PRJ_193,2023-01-14,0,5,0,1.33
PRJ_193,2023-01-15,2,5,0,2.87
PRJ_193,2023-01-16,2,5,0,4.27
PRJ_193,2023-01-17,4,3,0,5.67
PRJ_193,2023-01-18,5,3,0,6.4
PRJ_193,2023-01-19,6,5,0,7.13
PRJ_193,2023-01-20,7,7,1,8.4
PRJ_193,2023-01-21,8,9,3,10.11
PRJ_193,2023-01-22,9,11,4,12.23
PRJ_194,2023-01-14,0,4,0,1.33
PRJ_194,2023-01-15,2,3,0,2.67
PRJ_194,2023-01-16,2,5,0,3.67
PRJ_194,2023-01-17,4,4,0,5.2
PRJ_194,2023-01-18,5,6,0,6.27
PRJ_194,2023-01-19,6,9,0,7.87
PRJ_194,2023-01-20,6,10,2,10.2
PRJ_194,2023-01-21,9,10,5,12.87
PRJ_194,2023-01-22,12,10,5,15.15
PRJ_195,2023-01-14,0,7,0,2.33
PRJ_195,2023-01-15,2,6,0,4.67
PRJ_195,2023-01-16,5,6,0,6.67
PRJ_195,2023-01-17,7,6,0,8.46
PRJ_195,2023-01-18,8,6,0,10.25
PRJ_195,2023-01-19,10,9,0,12.04
PRJ_195,2023-01-20,12,13,2,14.19
PRJ_195,2023-01-21,13,15,2,17.19
PRJ_195,2023-01-22,15,15,3,20.47
PRJ_196,2023-01-14,0,5,0,1.33
PRJ_196,2023-01-15,1,7,0,3.0
PRJ_196,2023-01-16,3,5,0,5.33
PRJ_196,2023-01-17,5,3,0,7.0
PRJ_196,2023-01-18,8,1,0,8.0
PRJ_196,2023-01-19,8,1,0,8.12
PRJ_196,2023-01-20,8,6,3,8.25
PRJ_196,2023-01-21,8,12,4,9.61
PRJ_196,2023-01-22,8,16,5,11.82
PRJ_197,2023-01-14,0,5,0,2.0
PRJ_197,2023-01-15,3,4,0,3.67
PRJ_197,2023-01-16,3,6,0,5.0
PRJ_197,2023-01-17,5,5,0,6.79
PRJ_197,2023-01-18,7,5,0,8.25
PRJ_197,2023-01-19,8,6,0,9.71
PRJ_197,2023-01-20,9,6,1,11.5
PRJ_197,2023-01-21,11,7,4,13.29
PRJ_197,2023-01-22,13,10,5,15.28
PRJ_198,2023-01-14,0,5,0,1.33
PRJ_198,2023-01-15,2,4,0,2.87
PRJ_198,2023-01-16,2,6,0,3.93
PRJ_198,2023-01-17,4,9,0,5.37
PRJ_198,2023-01-18,4,9,0,7.4
PRJ_198,2023-01-19,5,10,0,9.43
PRJ_198,2023-01-20,8,7,1,11.71
PRJ_198,2023-01-21,9,10,3,13.12
PRJ_198,2023-01-22,14,9,2,15.28
PRJ_199,2023-01-14,0,6,0,2.17
PRJ_199,2023-01-15,2,8,0,4.0
PRJ_199,2023-01-16,4,10,0,6.06
PRJ_199,2023-01-17,5,13,0,8.51
PRJ_199,2023-01-18,7,13,0,11.58
PRJ_199,2023-01-19,10,13,0,14.73
PRJ_199,2023-01-20,11,15,1,17.89
PRJ_199,2023-01-21,15,14,2,21.4
PRJ_199,2023-01-22,20,10,1,24.76
PRJ_200,2023-01-14,0,7,0,2.0
PRJ_200,2023-01-15,3,7,0,4.25
PRJ_200,2023-01-16,3,9,0,6.5
PRJ_200,2023-01-17,6,9,0,9.42
PRJ_200,2023-01-18,10,8,0,11.9
PRJ_200,2023-01-19,12,7,0,14.14
PRJ_200,2023-01-20,13,6,1,16.04
PRJ_200,2023-01-21,16,9,3,17.61
PRJ_200,2023-01-22,17,11,3,19.63
PRJ_201,2023-01-14,0,7,0,2.67
PRJ_201,2023-01-15,3,6,0,5.0
PRJ_201,2023-01-16,5,6,0,6.87
PRJ_201,2023-01-17,7,8,0,8.73
PRJ_201,2023-01-18,8,10,0,11.13
PRJ_201,2023-01-19,10,9,0,14.07
PRJ_201,2023-01-20,14,6,1,16.67
PRJ_201,2023-01-21,16,6,1,18.4
PRJ_201,2023-01-22,18,7,2,19.74
PRJ_202,2023-01-14,0,3,0,1.0
PRJ_202,2023-01-15,1,3,0,2.0
PRJ_202,2023-01-16,2,5,0,3.0
PRJ_202,2023-01-17,3,6,0,4.58
PRJ_202,2023-01-18,4,6,0,6.1
PRJ_202,2023-01-19,6,8,0,7.62
PRJ_202,2023-01-20,7,7,3,9.46
PRJ_202,2023-01-21,8,12,5,11.05
PRJ_202,2023-01-22,10,16,7,13.27
PRJ_203,2023-01-15,0,3,0,1.33
PRJ_203,2023-01-16,2,3,0,2.33
PRJ_203,2023-01-17,2,5,0,3.33
PRJ_203,2023-01-18,3,8,0,4.87
PRJ_203,2023-01-19,5,8,0,6.74
PRJ_203,2023-01-20,6,8,0,8.53
PRJ_203,2023-01-21,6,12,2,10.09
PRJ_203,2023-01-22,9,12,5,12.65
PRJ_204,2023-01-15,0,5,0,1.25
PRJ_204,2023-01-16,1,7,0,2.83
PRJ_204,2023-01-17,2,8,0,4.87
PRJ_204,2023-01-18,5,9,0,7.07
PRJ_204,2023-01-19,6,11,0,9.28
PRJ_204,2023-01-20,8,11,0,12.03
PRJ_204,2023-01-21,10,12,2,14.62
PRJ_204,2023-01-22,12,11,3,17.31
PRJ_205,2023-01-15,0,4,0,0.33
PRJ_205,2023-01-16,0,9,0,1.53
PRJ_205,2023-01-17,1,8,0,4.07
PRJ_205,2023-01-18,3,10,0,6.27
PRJ_205,2023-01-19,6,10,0,8.7
PRJ_205,2023-01-20,7,11,0,11.01
PRJ_205,2023-01-21,9,11,3,13.78
PRJ_205,2023-01-22,13,11,3,16.54
PRJ_206,2023-01-15,0,6,0,1.58
PRJ_206,2023-01-16,1,6,0,3.5
PRJ_206,2023-01-17,3,7,0,5.42
PRJ_206,2023-01-18,6,7,0,7.5
PRJ_206,2023-01-19,7,8,0,9.31
PRJ_206,2023-01-20,8,11,0,11.46
PRJ_206,2023-01-21,11,10,2,14.24
PRJ_206,2023-01-22,13,13,3,16.63
PRJ_207,2023-01-15,0,6,0,1.67
PRJ_207,2023-01-16,2,6,0,3.53
PRJ_207,2023-01-17,3,7,0,5.4
PRJ_207,2023-01-18,5,9,0,7.35
PRJ_207,2023-01-19,7,8,0,9.42
PRJ_207,2023-01-20,8,12,0,11.02
PRJ_207,2023-01-21,10,12,1,13.51
PRJ_207,2023-01-22,10,17,3,16.09
PRJ_208,2023-01-15,0,5,0,2.0
PRJ_208,2023-01-16,2,6,0,3.53
PRJ_208,2023-01-17,4,6,0,5.4
PRJ_208,2023-01-18,4,8,0,7.27
PRJ_208,2023-01-19,7,7,0,9.8
PRJ_208,2023-01-20,10,5,0,12.0
PRJ_208,2023-01-21,12,6,1,13.67
PRJ_208,2023-01-22,14,8,2,15.53
PRJ_209,2023-01-15,0,5,0,2.0
PRJ_209,2023-01-16,2,6,0,3.67
PRJ_209,2023-01-17,4,5,0,5.67
PRJ_209,2023-01-18,5,6,0,7.25
PRJ_209,2023-01-19,8,5,0,8.96
PRJ_209,2023-01-20,8,7,0,10.12
PRJ_209,2023-01-21,10,7,2,11.82
PRJ_209,2023-01-22,11,10,3,13.37
PRJ_210,2023-01-15,0,7,0,3.0
PRJ_210,2023-01-16,4,5,0,5.33
PRJ_210,2023-01-17,5,8,0,6.87
PRJ_210,2023-01-18,7,7,0,9.27
PRJ_210,2023-01-19,8,8,0,11.33
PRJ_210,2023-01-20,11,5,0,13.73
PRJ_210,2023-01-21,13,8,0,15.13
PRJ_210,2023-01-22,16,7,1,17.22
PRJ_211,2023-01-15,0,4,0,1.33
PRJ_211,2023-01-16,1,5,0,2.67
PRJ_211,2023-01-17,3,6,0,4.33
PRJ_211,2023-01-18,4,6,0,6.17
PRJ_211,2023-01-19,6,6,0,8.0
PRJ_211,2023-01-20,8,6,0,9.67
PRJ_211,2023-01-21,9,8,3,10.9
PRJ_211,2023-01-22,10,12,4,12.6
PRJ_212,2023-01-15,0,4,0,1.0
PRJ_212,2023-01-16,1,7,0,2.33
PRJ_212,2023-01-17,2,8,0,4.53
PRJ_212,2023-01-18,4,7,0,7.07
PRJ_212,2023-01-19,7,6,0,9.27
PRJ_212,2023-01-20,9,7,0,11.13
PRJ_212,2023-01-21,11,6,3,13.33
PRJ_212,2023-01-22,13,9,4,15.33
PRJ_213,2023-01-15,0,6,0,1.67
PRJ_213,2023-01-16,2,5,0,3.53
PRJ_213,2023-01-17,3,6,0,5.07
PRJ_213,2023-01-18,5,6,0,6.93
PRJ_213,2023-01-19,6,7,0,8.8
PRJ_213,2023-01-20,9,5,0,11.0
PRJ_213,2023-01-21,11,5,1,12.67
PRJ_213,2023-01-22,13,9,3,14.33
PRJ_214,2023-01-15,0,8,0,3.17
PRJ_214,2023-01-16,3,7,0,5.67
PRJ_214,2023-01-17,6,7,0,7.83
PRJ_214,2023-01-18,7,8,0,9.95
PRJ_214,2023-01-19,10,6,0,12.4
PRJ_214,2023-01-20,12,6,0,14.27
PRJ_214,2023-01-21,14,7,0,15.91
PRJ_214,2023-01-22,16,7,1,17.53
PRJ_215,2023-01-15,0,2,0,1.0
PRJ_215,2023-01-16,1,2,0,1.67
PRJ_215,2023-01-17,2,2,0,2.33
PRJ_215,2023-01-18,2,4,0,3.0
PRJ_215,2023-01-19,3,4,0,4.33
PRJ_215,2023-01-20,4,7,0,5.67
PRJ_215,2023-01-21,6,6,3,7.37
PRJ_215,2023-01-22,7,9,5,8.57
PRJ_216,2023-01-15,0,5,0,0.67
PRJ_216,2023-01-16,1,7,0,2.2
PRJ_216,2023-01-17,1,8,0,4.4
PRJ_216,2023-01-18,4,7,0,6.74
PRJ_216,2023-01-19,7,8,0,8.75
PRJ_216,2023-01-20,8,11,0,10.83
PRJ_216,2023-01-21,10,10,2,13.36
PRJ_216,2023-01-22,12,15,5,15.43
PRJ_217,2023-01-16,0,4,0,0.33
PRJ_217,2023-01-17,0,7,0,1.4
PRJ_217,2023-01-18,1,9,0,3.47
PRJ_217,2023-01-19,2,8,0,6.2
PRJ_217,2023-01-20,5,8,0,8.6
PRJ_217,2023-01-21,10,5,0,11.0
PRJ_217,2023-01-22,10,6,2,12.67
PRJ_218,2023-01-16,0,5,0,1.33
PRJ_218,2023-01-17,1,5,0,3.0
PRJ_218,2023-01-18,3,5,0,4.5
PRJ_218,2023-01-19,5,4,0,5.92
PRJ_218,2023-01-20,5,6,0,6.87
PRJ_218,2023-01-21,6,8,0,8.4
PRJ_218,2023-01-22,7,12,3,10.26
PRJ_219,2023-01-16,0,5,0,1.33
PRJ_219,2023-01-17,1,7,0,2.87
PRJ_219,2023-01-18,3,5,0,4.93
PRJ_219,2023-01-19,4,6,0,6.33
PRJ_219,2023-01-20,6,7,0,7.71
PRJ_219,2023-01-21,7,7,0,9.02
PRJ_219,2023-01-22,8,11,2,10.47
PRJ_220,2023-01-16,0,9,0,2.42
PRJ_220,2023-01-17,2,10,0,5.12
PRJ_220,2023-01-18,4,10,0,8.15
PRJ_220,2023-01-19,8,8,0,11.27
PRJ_220,2023-01-20,11,9,0,13.58
PRJ_220,2023-01-21,14,8,0,16.23
PRJ_220,2023-01-22,14,10,0,18.45
PRJ_221,2023-01-16,0,6,0,1.92
PRJ_221,2023-01-17,1,7,0,3.7
PRJ_221,2023-01-18,4,7,0,5.65
PRJ_221,2023-01-19,5,7,0,7.47
PRJ_221,2023-01-20,6,12,0,9.37
PRJ_221,2023-01-21,9,12,0,12.63
PRJ_221,2023-01-22,10,12,1,15.83
PRJ_222,2023-01-16,0,5,0,1.67
PRJ_222,2023-01-17,2,5,0,3.2
PRJ_222,2023-01-18,3,6,0,4.6
PRJ_222,2023-01-19,4,10,0,6.03
PRJ_222,2023-01-20,5,10,0,8.44
PRJ_222,2023-01-21,6,11,0,10.86
PRJ_222,2023-01-22,10,9,1,13.43
PRJ_223,2023-01-16,0,5,0,2.0
PRJ_223,2023-01-17,2,4,0,3.67
PRJ_223,2023-01-18,4,4,0,4.87
PRJ_223,2023-01-19,5,5,0,6.07
PRJ_223,2023-01-20,5,7,0,7.6
PRJ_223,2023-01-21,7,7,0,9.58
PRJ_223,2023-01-22,10,5,2,11.37
PRJ_224,2023-01-16,0,4,0,1.58
PRJ_224,2023-01-17,2,4,0,2.75
PRJ_224,2023-01-18,2,5,0,3.75
PRJ_224,2023-01-19,3,9,0,4.92
PRJ_224,2023-01-20,5,10,0,6.76
PRJ_224,2023-01-21,5,13,0,8.7
PRJ_224,2023-01-22,6,15,1,11.5
PRJ_225,2023-01-16,0,6,0,1.67
PRJ_225,2023-01-17,2,8,0,3.53
PRJ_225,2023-01-18,3,9,0,5.93
PRJ_225,2023-01-19,5,8,0,8.53
PRJ_225,2023-01-20,8,9,0,10.8
PRJ_225,2023-01-21,10,7,0,12.92
PRJ_225,2023-01-22,12,8,1,14.52
PRJ_226,2023-01-16,0,6,0,1.33
PRJ_226,2023-01-17,1,9,0,3.2
PRJ_226,2023-01-18,3,8,0,5.9
PRJ_226,2023-01-19,5,7,0,8.27
PRJ_226,2023-01-20,8,8,0,10.3
PRJ_226,2023-01-21,10,11,0,12.31
PRJ_226,2023-01-22,11,12,2,15.14
PRJ_227,2023-01-16,0,6,0,2.33
PRJ_227,2023-01-17,3,5,0,4.25
PRJ_227,2023-01-18,4,7,0,5.67
PRJ_227,2023-01-19,5,8,0,7.67
PRJ_227,2023-01-20,7,8,0,9.87
PRJ_227,2023-01-21,9,8,0,11.98
PRJ_227,2023-01-22,11,12,1,14.1
PRJ_228,2023-01-16,0,7,0,2.0
PRJ_228,2023-01-17,3,7,0,4.2
PRJ_228,2023-01-18,3,9,0,6.27
PRJ_228,2023-01-19,6,8,0,9.0
PRJ_228,2023-01-20,8,7,0,11.27
PRJ_228,2023-01-21,11,6,0,13.2
PRJ_228,2023-01-22,13,7,0,14.8
PRJ_229,2023-01-16,0,5,0,1.67
PRJ_229,2023-01-17,2,6,0,3.2
PRJ_229,2023-01-18,3,6,0,4.98
PRJ_229,2023-01-19,4,6,0,6.77
PRJ_229,2023-01-20,6,8,0,8.34
PRJ_229,2023-01-21,9,10,0,10.19
PRJ_229,2023-01-22,9,15,1,12.18
PRJ_230,2023-01-16,0,7,0,3.0
PRJ_230,2023-01-17,4,4,0,5.33
PRJ_230,2023-01-18,5,5,0,6.67
PRJ_230,2023-01-19,7,5,0,8.33
PRJ_230,2023-01-20,8,6,0,9.87
PRJ_230,2023-01-21,10,6,0,11.6
PRJ_230,2023-01-22,11,9,0,13.25
PRJ_231,2023-01-16,0,5,0,2.0
PRJ_231,2023-01-17,2,6,0,3.67
PRJ_231,2023-01-18,4,7,0,5.26
PRJ_231,2023-01-19,5,7,0,7.19
PRJ_231,2023-01-20,5,11,0,9.11
PRJ_231,2023-01-21,9,8,0,12.05
PRJ_231,2023-01-22,11,11,2,14.07
PRJ_232,2023-01-17,0,3,0,1.33
PRJ_232,2023-01-18,2,3,0,2.2
PRJ_232,2023-01-19,2,5,0,2.93
PRJ_232,2023-01-20,2,7,0,4.2
PRJ_232,2023-01-21,3,9,0,6.0
PRJ_232,2023-01-22,5,9,0,8.33
PRJ_233,2023-01-17,0,6,0,1.33
PRJ_233,2023-01-18,1,9,0,3.2
PRJ_233,2023-01-19,3,10,0,6.07
PRJ_233,2023-01-20,5,10,0,9.1
PRJ_233,2023-01-21,9,10,0,11.91
PRJ_233,2023-01-22,12,9,0,14.59
PRJ_234,2023-01-17,0,3,0,0.33
PRJ_234,2023-01-18,0,8,0,1.33
PRJ_234,2023-01-19,1,9,0,3.53
PRJ_234,2023-01-20,3,10,0,5.93
PRJ_234,2023-01-21,5,11,0,8.45
PRJ_234,2023-01-22,6,14,0,11.08
PRJ_235,2023-01-17,0,5,0,1.0
PRJ_235,2023-01-18,1,7,0,2.53
PRJ_235,2023-01-19,2,8,0,4.6
PRJ_235,2023-01-20,4,6,0,6.87
PRJ_235,2023-01-21,6,4,0,8.47
PRJ_235,2023-01-22,8,5,0,9.4
PRJ_236,2023-01-17,0,1,0,0.33
PRJ_236,2023-01-18,0,4,0,0.67
PRJ_236,2023-01-19,1,7,0,1.83
PRJ_236,2023-01-20,1,12,0,3.42
PRJ_236,2023-01-21,3,14,0,6.24
PRJ_236,2023-01-22,4,15,0,9.36
PRJ_237,2023-01-17,0,5,0,1.33
PRJ_237,2023-01-18,1,7,0,2.87
PRJ_237,2023-01-19,3,6,0,4.93
PRJ_237,2023-01-20,4,8,0,6.67
PRJ_237,2023-01-21,6,8,0,9.07
PRJ_237,2023-01-22,8,7,0,11.28
PRJ_238,2023-01-17,0,3,0,1.0
PRJ_238,2023-01-18,1,4,0,2.0
PRJ_238,2023-01-19,2,5,0,3.33
PRJ_238,2023-01-20,3,7,0,5.0
PRJ_238,2023-01-21,5,6,0,7.2
PRJ_238,2023-01-22,7,4,0,9.07
PRJ_239,2023-01-17,0,9,0,2.58
PRJ_239,2023-01-18,2,9,0,5.5
PRJ_239,2023-01-19,5,7,0,8.42
PRJ_239,2023-01-20,9,5,0,10.58
PRJ_239,2023-01-21,11,6,0,12.17
PRJ_239,2023-01-22,11,8,0,13.95
PRJ_240,2023-01-17,0,1,0,0.67
PRJ_240,2023-01-18,1,3,0,1.0
PRJ_240,2023-01-19,1,4,0,1.92
PRJ_240,2023-01-20,1,5,0,3.03
PRJ_240,2023-01-21,3,7,0,4.48
PRJ_240,2023-01-22,4,10,0,6.38
PRJ_241,2023-01-17,0,4,0,1.67
PRJ_241,2023-01-18,2,5,0,3.0
PRJ_241,2023-01-19,3,4,0,4.53
PRJ_241,2023-01-20,4,6,0,5.73
PRJ_241,2023-01-21,6,6,0,7.6
PRJ_241,2023-01-22,6,6,0,9.47
PRJ_242,2023-01-17,0,4,0,2.0
PRJ_242,2023-01-18,3,1,0,3.33
PRJ_242,2023-01-19,3,1,0,3.67
PRJ_242,2023-01-20,4,1,0,4.0
PRJ_242,2023-01-21,4,3,0,4.33
PRJ_242,2023-01-22,4,4,0,5.2
PRJ_243,2023-01-17,0,4,0,0.58
PRJ_243,2023-01-18,0,8,0,1.7
PRJ_243,2023-01-19,1,9,0,3.77
PRJ_243,2023-01-20,3,9,0,6.08
PRJ_243,2023-01-21,4,13,0,8.4
PRJ_243,2023-01-22,7,10,0,11.56
PRJ_244,2023-01-17,0,4,0,2.0
PRJ_244,2023-01-18,2,4,0,3.33
PRJ_244,2023-01-19,4,4,0,4.67
PRJ_244,2023-01-20,4,8,0,5.73
PRJ_244,2023-01-21,6,8,0,7.66
PRJ_244,2023-01-22,6,11,0,9.58
PRJ_245,2023-01-17,0,3,0,1.33
PRJ_245,2023-01-18,2,5,0,2.33
PRJ_245,2023-01-19,2,8,0,3.7
PRJ_245,2023-01-20,3,8,0,5.69
PRJ_245,2023-01-21,5,10,0,7.68
PRJ_245,2023-01-22,6,13,0,9.93
PRJ_246,2023-01-18,0,8,0,2.58
PRJ_246,2023-01-19,2,7,0,5.17
PRJ_246,2023-01-20,5,6,0,7.42
PRJ_246,2023-01-21,8,5,0,9.33
PRJ_246,2023-01-22,9,7,0,11.0
PRJ_247,2023-01-18,0,4,0,0.33
PRJ_247,2023-01-19,0,8,0,1.53
PRJ_247,2023-01-20,1,8,0,3.93
PRJ_247,2023-01-21,3,8,0,6.33
PRJ_247,2023-01-22,6,7,0,8.73
PRJ_248,2023-01-18,0,3,0,0.53
PRJ_248,2023-01-19,0,4,0,1.23
PRJ_248,2023-01-20,1,6,0,2.08
PRJ_248,2023-01-21,1,8,0,3.26
PRJ_248,2023-01-22,2,8,0,4.92
PRJ_249,2023-01-18,0,5,0,2.0
PRJ_249,2023-01-19,2,5,0,3.67
PRJ_249,2023-01-20,4,6,0,5.33
PRJ_249,2023-01-21,5,7,0,6.99
PRJ_249,2023-01-22,7,7,0,8.76
PRJ_250,2023-01-18,0,3,0,1.17
PRJ_250,2023-01-19,1,7,0,2.08
PRJ_250,2023-01-20,2,8,0,3.98
PRJ_250,2023-01-21,3,9,0,6.11
PRJ_250,2023-01-22,5,10,0,8.57
PRJ_251,2023-01-18,0,5,0,2.33
PRJ_251,2023-01-19,2,6,0,4.0
PRJ_251,2023-01-20,5,3,0,6.0
PRJ_251,2023-01-21,5,4,0,7.0
PRJ_251,2023-01-22,8,3,0,8.33
PRJ_252,2023-01-18,0,6,0,1.67
PRJ_252,2023-01-19,1,6,0,3.67
PRJ_252,2023-01-20,4,4,0,5.67
PRJ_252,2023-01-21,6,4,0,7.0
PRJ_252,2023-01-22,7,4,0,8.2
PRJ_253,2023-01-18,0,4,0,1.67
PRJ_253,2023-01-19,2,6,0,3.0
PRJ_253,2023-01-20,3,8,0,5.0
PRJ_253,2023-01-21,4,8,0,7.27
PRJ_253,2023-01-22,8,8,0,9.54
PRJ_254,2023-01-18,0,6,0,1.92
PRJ_254,2023-01-19,1,6,0,3.83
PRJ_254,2023-01-20,4,4,0,5.75
PRJ_254,2023-01-21,6,5,0,7.0
PRJ_254,2023-01-22,7,7,0,8.53
PRJ_255,2023-01-18,0,6,0,1.58
PRJ_255,2023-01-19,1,7,0,3.5
PRJ_255,2023-01-20,3,7,0,5.75
